NODE_ID,CYME_X,CYME_Y,LAT,LONG
'261072647',268992.67,-239552.92,35.32254096,-81.01587994
'261297326',270080.75,-238955.49,35.32767284,-81.00305893
'260651124',268802.21,-241067.02,35.30953495,-81.01812416
'258282095',269286.73,-239194.95,35.32561589,-81.01241499
'258278294',269096.14,-242456.3,35.29760113,-81.01466074
'260650888',269045.28,-241212.49,35.30828537,-81.01526003
'258278461',268975.26,-241528.15,35.30557387,-81.01608508
'263629005',268995.24,-240724.55,35.31247674,-81.01584966
'258281450',269058.52,-240738.1,35.31236035,-81.01510402
'264010564',270218.7,-239096.95,35.32645771,-81.00143345
'258282040',269349.09,-239331.15,35.32444594,-81.01168019
'258281152',269631.65,-241298.59,35.30754578,-81.00835074
'263361404',269602.87,-239285.05,35.32484194,-81.00868986
'258287705',268987.18,-241652.67,35.30450425,-81.01594463
'258281895',269406.59,-238653.26,35.33026897,-81.01100266
'260651144',270374.76,-239277.18,35.32490954,-80.99959457
'258287630',269217.58,-240921.87,35.31078177,-81.01322979
'258281920',269332.02,-238477.43,35.33177934,-81.01188133
'258282125',269916.2,-239317.95,35.32455933,-81.00499785
'699730215',270334.98,-239304.5,35.32467487,-81.0000633
'263361467',270601.44,-238705.16,35.32982315,-80.99692356
'258282235',270679.17,-238821.8,35.32882122,-80.99600766
'385900425',268294.33,-242923.03,35.29359195,-81.02410858
'258281560',268490.16,-240326.83,35.31589312,-81.02180109
'258275661',269450.45,-242671.48,35.29575275,-81.01048585
'264399832',270491.13,-239153.33,35.32597341,-80.99822336
'258282100',269288.27,-239102.11,35.32641338,-81.01239684
'258278349',269001.95,-242011.31,35.30142356,-81.01577059
'263361278',269391.43,-240700.29,35.31268513,-81.01118129
'258281798',269873.56,-239394.98,35.32389765,-81.00550028
'258281820',269602.23,-239286.43,35.32483009,-81.0086974
'258281246',269500.92,-240902.61,35.31094722,-81.00989115
'260859594',268927.99,-239824.03,35.32021214,-81.01664207
'261297312',270001.49,-238988.41,35.32739006,-81.00399286
'260651114',268903.4,-241089.66,35.30934047,-81.01693182
'264485798',270860.73,-238426.54,35.33221648,-80.99386831
'261014270',268826.16,-239350.34,35.3242811,-81.01784195
'258285759',270909.42,-238338.39,35.33297368,-80.99329459
'263361260',269431.46,-241327.94,35.30729366,-81.01070961
'258287680',269342.46,-241859.48,35.30272777,-81.01175831
'258278425',269208.22,-241629.77,35.30470096,-81.01334008
'261013274',268869.5,-239441.91,35.32349452,-81.01733127
'258281378',269261.98,-240591.65,35.31361834,-81.01270662
'258278359',269020.5,-241974.19,35.30174242,-81.01555201
'258282201',270543.95,-238914.4,35.3280258,-80.99760098
'258281130',269466.87,-241266.4,35.30782229,-81.01029237
'258278314',269117.91,-242359.56,35.29843212,-81.01440422
'258282075',269520.93,-239150.78,35.32599531,-81.00965537
'792329039',268510.16,-242797.83,35.29466741,-81.02156543
'258281644',269456.47,-239987.88,35.31880468,-81.01041492
'258287694',269063.7,-241688.49,35.30419656,-81.01504298
'258287685',269343.04,-241712.12,35.30399358,-81.01175148
'264010555',270190.45,-239105.52,35.32638409,-81.00176632
'261297186',270013.21,-238800.54,35.32900385,-81.00385476
'258287650',269172.03,-240971.89,35.31035211,-81.01376651
'258278431',269240.27,-241561.79,35.30528491,-81.01296243
'258282206',270571.35,-238833.85,35.32871772,-80.99727812
'455203870',270544.92,-240123.64,35.31763851,-80.99758955
'263361323',268343.63,-240298.24,35.31613871,-81.02352767
