Element, Terminal, P(kW), Q(kvar),  P_Normal, Q_Normal, P_Emergency, Q_Emergency
"Line.263997299"        ,   2,         0.0,         0.0
"Line.263530709"        ,   1,         0.0,        -0.2,         0.0,         0.0,         0.0,         0.0
"Line.263530709"        ,   2,        -0.0,         0.2
"Line.263533203"        ,   1,         3.1,         0.8,         0.0,         0.0,         0.0,         0.0
"Line.263533203"        ,   2,        -3.1,        -0.8
"Line.263533208"        ,   1,         1.3,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.263533208"        ,   2,        -1.3,        -0.3
"Line.617632317"        ,   1,        79.4,        21.3,         0.0,         0.0,         0.0,         0.0
"Line.617632317"        ,   2,       -79.4,       -21.3
"Line.263533122"        ,   1,         1.6,         0.5,         0.0,         0.0,         0.0,         0.0
"Line.263533122"        ,   2,        -1.6,        -0.5
"Line.263533127"        ,   1,         1.2,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.263533127"        ,   2,        -1.2,        -0.4
"Line.263533082"        ,   1,         2.1,         0.6,         0.0,         0.0,         0.0,         0.0
"Line.263533082"        ,   2,        -2.1,        -0.7
"Line.263533001"        ,   1,         5.8,         1.5,         0.0,         0.0,         0.0,         0.0
"Line.263533001"        ,   2,        -5.8,        -1.5
"Line.263533100"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.263533100"        ,   2,        -0.0,        -0.0
"Line.263533104"        ,   1,         1.1,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.263533104"        ,   2,        -1.1,        -0.3
"Line.263533185"        ,   1,         3.9,         1.0,         0.0,         0.0,         0.0,         0.0
"Line.263533185"        ,   2,        -3.9,        -1.0
"Line.263533109"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.263533109"        ,   2,         0.0,        -0.0
"Line.263857509"        ,   1,         1.0,         0.2,         0.0,         0.0,         0.0,         0.0
"Line.263857509"        ,   2,        -1.0,        -0.2
"Line.263534343"        ,   1,         0.0,        -0.2,         0.0,         0.0,         0.0,         0.0
"Line.263534343"        ,   2,        -0.0,        -0.0
"Line.263534401"        ,   1,         0.4,        -0.3,         0.0,         0.0,         0.0,         0.0
"Line.263534401"        ,   2,        -0.4,         0.3
"Line.263534406"        ,   1,         0.0,        -0.4,         0.0,         0.0,         0.0,         0.0
"Line.263534406"        ,   2,         0.0,         0.3
"Line.263532960"        ,   1,         7.3,         1.7,         0.0,         0.0,         0.0,         0.0
"Line.263532960"        ,   2,        -7.3,        -1.7
"Line.263532965"        ,   1,         3.7,         0.8,         0.0,         0.0,         0.0,         0.0
"Line.263532965"        ,   2,        -3.7,        -0.9
"Line.263532969"        ,   1,         1.5,         0.4,         0.0,         0.0,         0.0,         0.0
"Line.263532969"        ,   2,        -1.5,        -0.4
"Line.264256778"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264256778"        ,   2,        -0.0,        -0.0
"Line.263532942"        ,   1,         2.8,         0.8,         0.0,         0.0,         0.0,         0.0
"Line.263532942"        ,   2,        -2.8,        -0.8
"Line.263532947"        ,   1,         1.5,         0.4,         0.0,         0.0,         0.0,         0.0
"Line.263532947"        ,   2,        -1.5,        -0.4
"Line.264256756"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264256756"        ,   2,         0.0,        -0.0
"Line.263904548"        ,   1,         3.0,         0.7,         0.0,         0.0,         0.0,         0.0
"Line.263904548"        ,   2,        -3.0,        -0.7
"Line.264256751"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264256751"        ,   2,        -0.0,        -0.0
"Line.264256634"        ,   1,         0.0,        -0.2,         0.0,         0.0,         0.0,         0.0
"Line.264256634"        ,   2,        -0.0,         0.0
"Line.263532920"        ,   1,         0.8,         0.2,         0.0,         0.0,         0.0,         0.0
"Line.263532920"        ,   2,        -0.8,        -0.2
"Line.264256630"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264256630"        ,   2,         0.0,        -0.0
"Line.264256734"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264256734"        ,   2,        -0.0,         0.0
"Line.264256733"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264256733"        ,   2,        -0.0,         0.0
"Line.263532987"        ,   1,         1.5,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.263532987"        ,   2,        -1.5,        -0.3
"Line.633960134"        ,   1,         0.0,        -0.2,         0.0,         0.0,         0.0,         0.0
"Line.633960134"        ,   2,        -0.0,        -0.0
"Line.264331251"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264331251"        ,   2,         0.0,        -0.0
"Line.260762260"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.260762260"        ,   2,         0.0,         0.0
"Line.260761266"        ,   1,         0.4,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.260761266"        ,   2,        -0.4,        -0.1
"Line.704839766"        ,   1,       160.7,        45.3,         0.0,         0.0,         0.0,         0.0
"Line.704839766"        ,   2,      -160.7,       -45.3
"Line.704839761"        ,   1,       160.7,        45.3,         0.0,         0.0,         0.0,         0.0
"Line.704839761"        ,   2,      -160.7,       -45.3
"Line.260761246"        ,   1,         0.7,         0.2,         0.0,         0.0,         0.0,         0.0
"Line.260761246"        ,   2,        -0.7,        -0.2
"Line.260761346"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.260761346"        ,   2,         0.0,         0.0
"Line.260761221"        ,   1,         0.5,         0.1,         0.0,         0.0,         0.0,         0.0
"Line.260761221"        ,   2,        -0.5,        -0.1
"Line.260761166"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.260761166"        ,   2,        -0.0,         0.0
"Line.260761226"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.260761226"        ,   2,         0.0,         0.0
"Line.261245658"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.261245658"        ,   2,        -0.0,        -0.0
"Line.260761281"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.260761281"        ,   2,        -0.0,         0.0
"Line.260761201"        ,   1,         1.1,         0.2,         0.0,         0.0,         0.0,         0.0
"Line.260761201"        ,   2,        -1.1,        -0.3
"Line.261245653"        ,   1,         1.4,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.261245653"        ,   2,        -1.4,        -0.4
"Line.260761206"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.260761206"        ,   2,        -0.0,         0.0
"Line.260761301"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.260761301"        ,   2,         0.0,         0.0
"Line.704839483"        ,   1,         2.7,         0.7,         0.0,         0.0,         0.0,         0.0
"Line.704839483"        ,   2,        -2.7,        -0.8
"Line.260761181"        ,   1,         0.2,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.260761181"        ,   2,        -0.2,        -0.0
"Line.260761186"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.260761186"        ,   2,         0.0,         0.0
"Line.260761104"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.260761104"        ,   2,        -0.0,         0.0
"Line.261302054"        ,   1,         2.6,         0.6,         0.0,         0.0,         0.0,         0.0
"Line.261302054"        ,   2,        -2.6,        -0.6
"Line.264308690"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264308690"        ,   2,         0.0,         0.0
"Line.264308694"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264308694"        ,   2,        -0.0,        -0.0
"Line.263533077"        ,   1,         2.1,         0.6,         0.0,         0.0,         0.0,         0.0
"Line.263533077"        ,   2,        -2.1,        -0.6
"Line.264308712"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264308712"        ,   2,         0.0,         0.0
"Line.617632322"        ,   1,        79.1,        21.2,         0.0,         0.0,         0.0,         0.0
"Line.617632322"        ,   2,       -79.1,       -21.2
"Line.263533230"        ,   1,         1.1,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.263533230"        ,   2,        -1.1,        -0.3
"Line.263530718"        ,   1,         8.4,         1.8,         0.0,         0.0,         0.0,         0.0
"Line.263530718"        ,   2,        -8.4,        -1.8
"Line.263533235"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.263533235"        ,   2,         0.0,         0.0
"Line.263533050"        ,   1,         4.3,         1.1,         0.0,         0.0,         0.0,         0.0
"Line.263533050"        ,   2,        -4.3,        -1.1
"Line.263533055"        ,   1,         2.7,         0.7,         0.0,         0.0,         0.0,         0.0
"Line.263533055"        ,   2,        -2.7,        -0.7
"Line.263533217"        ,   1,         2.5,         0.6,         0.0,         0.0,         0.0,         0.0
"Line.263533217"        ,   2,        -2.5,        -0.6
"Line.263533131"        ,   1,         0.6,         0.1,         0.0,         0.0,         0.0,         0.0
"Line.263533131"        ,   2,        -0.6,        -0.1
"Line.263533136"        ,   1,         0.3,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.263533136"        ,   2,        -0.3,        -0.0
"Line.264281558"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264281558"        ,   2,        -0.0,        -0.0
"Line.263533095"        ,   1,         3.2,         0.9,         0.0,         0.0,         0.0,         0.0
"Line.263533095"        ,   2,        -3.2,        -0.9
"Line.263533113"        ,   1,         1.8,         0.6,         0.0,         0.0,         0.0,         0.0
"Line.263533113"        ,   2,        -1.8,        -0.6
"Line.263533190"        ,   1,         3.2,         0.8,         0.0,         0.0,         0.0,         0.0
"Line.263533190"        ,   2,        -3.2,        -0.9
"Line.263533194"        ,   1,         1.9,         0.4,         0.0,         0.0,         0.0,         0.0
"Line.263533194"        ,   2,        -1.9,        -0.4
"Line.263533118"        ,   1,         1.2,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.263533118"        ,   2,        -1.2,        -0.4
"Line.263533199"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.263533199"        ,   2,        -0.0,         0.0
"Line.263857514"        ,   1,         0.0,        -0.1,         0.0,         0.0,         0.0,         0.0
"Line.263857514"        ,   2,         0.0,         0.0
"Line.264256769"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264256769"        ,   2,         0.0,         0.0
"Line.264256760"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264256760"        ,   2,        -0.0,         0.0
"Line.263532974"        ,   1,         0.5,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.263532974"        ,   2,        -0.5,        -0.1
"Line.264256742"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264256742"        ,   2,        -0.0,         0.0
"Line.263534338"        ,   1,         7.7,         2.1,         0.0,         0.0,         0.0,         0.0
"Line.263534338"        ,   2,        -7.7,        -2.1
"Line.263904553"        ,   1,         1.4,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.263904553"        ,   2,        -1.4,        -0.3
"Line.264256729"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264256729"        ,   2,         0.0,         0.0
"Line.264256724"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264256724"        ,   2,        -0.0,         0.0
"Line.263534392"        ,   1,         4.1,         1.0,         0.0,         0.0,         0.0,         0.0
"Line.263534392"        ,   2,        -4.1,        -1.0
"Line.263534310"        ,   1,         2.4,         0.6,         0.0,         0.0,         0.0,         0.0
"Line.263534310"        ,   2,        -2.4,        -0.7
"Line.264256720"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.264256720"        ,   2,         0.0,         0.0
"Line.263534397"        ,   1,         0.0,        -0.1,         0.0,         0.0,         0.0,         0.0
"Line.263534397"        ,   2,        -0.0,        -0.0
"Line.263534315"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.263534315"        ,   2,         0.0,        -0.0
"Line.263961998"        ,   1,         6.9,         1.7,         0.0,         0.0,         0.0,         0.0
"Line.263961998"        ,   2,        -6.9,        -1.7
"Line.263532933"        ,   1,         1.6,         0.4,         0.0,         0.0,         0.0,         0.0
"Line.263532933"        ,   2,        -1.6,        -0.4
"Line.263532938"        ,   1,         0.0,        -0.1,         0.0,         0.0,         0.0,         0.0
"Line.263532938"        ,   2,        -0.0,         0.0
"Line.263879215"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.263879215"        ,   2,         0.0,        -0.0
"Line.263879210"        ,   1,         2.2,         0.7,         0.0,         0.0,         0.0,         0.0
"Line.263879210"        ,   2,        -2.2,        -0.7
"Line.263532992"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.263532992"        ,   2,        -0.0,         0.0
"Line.263532996"        ,   1,         8.1,         2.0,         0.0,         0.0,         0.0,         0.0
"Line.263532996"        ,   2,        -8.1,        -2.1
"Line.263532915"        ,   1,         1.3,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.263532915"        ,   2,        -1.3,        -0.3
"Line.633960128"        ,   1,         0.5,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.633960128"        ,   2,        -0.5,         0.0
"Line.261180494"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.261180494"        ,   2,        -0.0,         0.0
"Line.630011497"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.630011497"        ,   2,         0.0,         0.0
"Line.630011491"        ,   1,         1.6,         0.4,         0.0,         0.0,         0.0,         0.0
"Line.630011491"        ,   2,        -1.6,        -0.4
"Line.260761271"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.260761271"        ,   2,         0.0,         0.0
"Line.260761276"        ,   1,         1.2,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.260761276"        ,   2,        -1.2,        -0.3
"Line.260761251"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.260761251"        ,   2,        -0.0,         0.0
"Line.260761074"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.260761074"        ,   2,         0.0,        -0.0
"Line.704839478"        ,   1,         5.7,         1.7,         0.0,         0.0,         0.0,         0.0
"Line.704839478"        ,   2,        -5.7,        -1.7
"Line.260761236"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.260761236"        ,   2,         0.0,        -0.0
"Line.258908455"        ,   1,         0.4,        -0.3,         0.0,         0.0,         0.0,         0.0
"Line.258908455"        ,   2,        -0.4,         0.3
"Line.258908273"        ,   1,         3.4,         0.9,         0.0,         0.0,         0.0,         0.0
"Line.258908273"        ,   2,        -3.4,        -0.9
"Line.258904311"        ,   1,         2.0,         0.5,         0.0,         0.0,         0.0,         0.0
"Line.258904311"        ,   2,        -2.0,        -0.5
"Line.258908278"        ,   1,         3.4,         0.9,         0.0,         0.0,         0.0,         0.0
"Line.258908278"        ,   2,        -3.4,        -0.9
"Line.699603826"        ,   1,       323.2,        93.5,         0.0,         0.0,         0.0,         0.0
"Line.699603826"        ,   2,      -323.2,       -93.5
"Line.258904399"        ,   1,         7.1,         1.9,         0.0,         0.0,         0.0,         0.0
"Line.258904399"        ,   2,        -7.1,        -1.9
"Line.258904130"        ,   1,        64.4,        21.2,         0.0,         0.0,         0.0,         0.0
"Line.258904130"        ,   2,       -64.4,       -21.3
"Line.699603825"        ,   1,       323.2,        93.5,         0.0,         0.0,         0.0,         0.0
"Line.699603825"        ,   2,      -323.2,       -93.5
"Line.263642066"        ,   1,         4.5,         0.7,         0.0,         0.0,         0.0,         0.0
"Line.263642066"        ,   2,        -4.5,        -0.7
"Line.258904135"        ,   1,        63.7,        21.1,         0.0,         0.0,         0.0,         0.0
"Line.258904135"        ,   2,       -63.7,       -21.1
"Line.258908373"        ,   1,         2.5,         0.6,         0.0,         0.0,         0.0,         0.0
"Line.258908373"        ,   2,        -2.5,        -0.7
"Line.258908433"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.258908433"        ,   2,        -0.0,        -0.0
"Line.258904093"        ,   1,         2.9,         0.7,         0.0,         0.0,         0.0,         0.0
"Line.258904093"        ,   2,        -2.9,        -0.7
"Line.258904013"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.258904013"        ,   2,        -0.0,         0.0
"Line.263642061"        ,   1,         4.5,         0.7,         0.0,         0.0,         0.0,         0.0
"Line.263642061"        ,   2,        -4.5,        -0.7
"Line.699645828"        ,   1,         0.8,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.699645828"        ,   2,        -0.8,        -0.3
"Line.263530741"        ,   1,         1.0,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.263530741"        ,   2,        -1.0,        -0.3
"Line.258908378"        ,   1,         1.3,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.258908378"        ,   2,        -1.3,        -0.3
"Line.258908438"        ,   1,         4.5,         0.7,         0.0,         0.0,         0.0,         0.0
"Line.258908438"        ,   2,        -4.5,        -0.7
"Line.699645827"        ,   1,         1.4,         0.5,         0.0,         0.0,         0.0,         0.0
"Line.699645827"        ,   2,        -1.4,        -0.5
"Line.258904018"        ,   1,         5.0,         1.3,         0.0,         0.0,         0.0,         0.0
"Line.258904018"        ,   2,        -5.0,        -1.3
"Line.263530745"        ,   1,         3.9,         1.0,         0.0,         0.0,         0.0,         0.0
"Line.263530745"        ,   2,        -3.9,        -1.0
"Line.258904098"        ,   1,         2.1,         0.5,         0.0,         0.0,         0.0,         0.0
"Line.258904098"        ,   2,        -2.1,        -0.5
"Line.699645908"        ,   1,         1.0,         0.2,         0.0,         0.0,         0.0,         0.0
"Line.699645908"        ,   2,        -1.0,        -0.2
"Line.258903933"        ,   1,       108.3,        32.6,         0.0,         0.0,         0.0,         0.0
"Line.258903933"        ,   2,      -108.3,       -32.6
"Line.699645907"        ,   1,         2.1,         0.5,         0.0,         0.0,         0.0,         0.0
"Line.699645907"        ,   2,        -2.1,        -0.5
"Line.699603807"        ,   1,       171.6,        48.1,         0.0,         0.0,         0.0,         0.0
"Line.699603807"        ,   2,      -171.6,       -48.1
"Line.258904113"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.258904113"        ,   2,         0.0,         0.0
"Line.699603885"        ,   1,       304.9,        88.4,         0.0,         0.0,         0.0,         0.0
"Line.699603885"        ,   2,      -304.9,       -88.4
"Line.699603884"        ,   1,       304.9,        88.3,         0.0,         0.0,         0.0,         0.0
"Line.699603884"        ,   2,      -304.9,       -88.4
"Line.258908074"        ,   1,         3.3,         0.9,         0.0,         0.0,         0.0,         0.0
"Line.258908074"        ,   2,        -3.3,        -0.9
"Line.258903812"        ,   1,       504.4,       144.2,         0.0,         0.0,         0.0,         0.0
"Line.258903812"        ,   2,      -504.3,      -144.2
"Line.258903938"        ,   1,        99.5,        30.5,         0.0,         0.0,         0.0,         0.0
"Line.258903938"        ,   2,       -99.5,       -30.5
"Line.258908353"        ,   1,         3.2,         0.8,         0.0,         0.0,         0.0,         0.0
"Line.258908353"        ,   2,        -3.2,        -0.8
"Line.258903891"        ,   1,       301.1,        87.4,         0.0,         0.0,         0.0,         0.0
"Line.258903891"        ,   2,      -301.1,       -87.4
"Line.258908079"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.258908079"        ,   2,        -0.0,         0.0
"Line.263991391"        ,   1,         0.9,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.263991391"        ,   2,        -0.9,        -0.3
"Line.263991396"        ,   1,         0.4,         0.1,         0.0,         0.0,         0.0,         0.0
"Line.263991396"        ,   2,        -0.4,        -0.1
"Line.455183905"        ,   1,        15.1,         3.9,         0.0,         0.0,         0.0,         0.0
"Line.455183905"        ,   2,       -15.1,        -3.9
"Line.704839530"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.704839530"        ,   2,         0.0,         0.0
"Line.704839531"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.704839531"        ,   2,         0.0,        -0.0
"Line.258908233"        ,   1,         2.1,         0.5,         0.0,         0.0,         0.0,         0.0
"Line.258908233"        ,   2,        -2.1,        -0.6
"Line.258908358"        ,   1,         3.0,         0.7,         0.0,         0.0,         0.0,         0.0
"Line.258908358"        ,   2,        -3.0,        -0.8
"Line.258908418"        ,   1,         1.0,         0.3,         0.0,         0.0,         0.0,         0.0
"Line.258908418"        ,   2,        -1.0,        -0.3
"Line.258903819"        ,   1,       323.2,        93.5,         0.0,         0.0,         0.0,         0.0
"Line.258903819"        ,   2,      -323.2,       -93.5
"Line.258903898"        ,   1,       298.9,        86.9,         0.0,         0.0,         0.0,         0.0
"Line.258903898"        ,   2,      -298.8,       -86.9
"Line.263530727"        ,   1,         0.2,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.263530727"        ,   2,        -0.2,        -0.0
"Line.478673659"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.478673659"        ,   2,        -0.0,         0.0
"Line.263533244"        ,   1,         7.5,         1.9,         0.0,         0.0,         0.0,         0.0
"Line.263533244"        ,   2,        -7.5,        -1.9
"Line.258903913"        ,   1,       153.1,        44.2,         0.0,         0.0,         0.0,         0.0
"Line.258903913"        ,   2,      -153.1,       -44.2
"Line.258908238"        ,   1,         0.8,         0.1,         0.0,         0.0,         0.0,         0.0
"Line.258908238"        ,   2,        -0.8,        -0.2
"Line.258908179"        ,   1,        15.1,         3.9,         0.0,         0.0,         0.0,         0.0
"Line.258908179"        ,   2,       -15.1,        -3.9
"Line.258907874"        ,   1,         2.5,         0.6,         0.0,         0.0,         0.0,         0.0
"Line.258907874"        ,   2,        -2.5,        -0.6
"Line.258908054"        ,   1,        24.4,         6.5,         0.0,         0.0,         0.0,         0.0
"Line.258908054"        ,   2,       -24.4,        -6.6
"Line.263533064"        ,   1,        10.1,         2.6,         0.0,         0.0,         0.0,         0.0
"Line.263533064"        ,   2,       -10.1,        -2.6
"Line.258903918"        ,   1,       112.9,        33.8,         0.0,         0.0,         0.0,         0.0
"Line.258903918"        ,   2,      -112.9,       -33.8
"Line.263533068"        ,   1,         3.9,         1.0,         0.0,         0.0,         0.0,         0.0
"Line.263533068"        ,   2,        -3.9,        -1.0
"Line.258903998"        ,   1,         9.9,         2.7,         0.0,         0.0,         0.0,         0.0
"Line.258903998"        ,   2,        -9.9,        -2.7
"Line.258908059"        ,   1,        15.6,         4.2,         0.0,         0.0,         0.0,         0.0
"Line.258908059"        ,   2,       -15.6,        -4.2
"Line.699624909"        ,   1,         0.6,         0.2,         0.0,         0.0,         0.0,         0.0
"Line.699624909"        ,   2,        -0.6,        -0.2
"Line.258907970"        ,   1,         6.1,         1.5,         0.0,         0.0,         0.0,         0.0
"Line.258907970"        ,   2,        -6.1,        -1.5
"Line.258908293"        ,   1,         1.4,         0.4,         0.0,         0.0,         0.0,         0.0
"Line.258908293"        ,   2,        -1.4,        -0.4
"Line.258908153"        ,   1,         1.5,         0.4,         0.0,         0.0,         0.0,         0.0
"Line.258908153"        ,   2,        -1.5,        -0.4
"Line.258908213"        ,   1,         7.1,         1.8,         0.0,         0.0,         0.0,         0.0
"Line.258908213"        ,   2,        -7.1,        -1.8
"Line.258908338"        ,   1,         3.4,         0.9,         0.0,         0.0,         0.0,         0.0
"Line.258908338"        ,   2,        -3.4,        -0.9
"Line.263533163"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.263533163"        ,   2,         0.0,        -0.0
